# time_fs  P_exc  P_photon
1.935000000000000000e+03 6.897396782498700363e-01 3.102603217501863075e-01
1.937500000000000000e+03 5.318493981266941839e-01 4.681506018733621599e-01
1.940000000000000000e+03 3.463220593774362088e-01 6.536779406226209677e-01
1.942500000000000000e+03 2.376757533578151005e-01 7.623242466422410768e-01
1.945000000000000000e+03 2.737051784066749649e-01 7.262948215933812124e-01
1.947500000000000000e+03 4.425174623427889919e-01 5.574825376572664082e-01
1.950000000000000000e+03 6.548089420168656805e-01 3.451910579831901638e-01
1.952500000000000000e+03 7.923919199495395027e-01 2.076080800505160917e-01
1.955000000000000000e+03 7.751748673390523869e-01 2.248251326610027356e-01
1.957500000000000000e+03 6.074521800910653857e-01 3.925478199089898479e-01
1.960000000000000000e+03 3.771223343091313907e-01 6.228776656909237319e-01
1.962500000000000000e+03 2.088949860732992048e-01 7.911050139267575831e-01
1.965000000000000000e+03 1.973566357327627419e-01 8.026433642672933244e-01
1.967500000000000000e+03 3.551385237967255581e-01 6.448614762033311187e-01
1.970000000000000000e+03 6.030940273908368399e-01 3.969059726092194484e-01
1.972500000000000000e+03 8.088787347732300237e-01 1.911212652268257928e-01
1.975000000000000000e+03 8.563751559759743559e-01 1.436248440240816271e-01
1.977500000000000000e+03 7.109707204068962394e-01 2.890292795931606595e-01
1.980000000000000000e+03 4.441739109497613303e-01 5.558260890502957352e-01
1.982500000000000000e+03 1.997181396198457470e-01 8.002818603802128727e-01
1.985000000000000000e+03 1.156174036686083151e-01 8.843825963314499994e-01
1.987500000000000000e+03 2.447676532698056517e-01 7.552323467302528570e-01
1.990000000000000000e+03 5.212365802578925456e-01 4.787634197421667959e-01
1.992500000000000000e+03 7.943384784849529812e-01 2.056615215151059162e-01
1.995000000000000000e+03 9.123024668861896558e-01 8.769753311386906114e-02
1.997500000000000000e+03 8.074929957514366263e-01 1.925070042486222432e-01
2.000000000000000000e+03 5.345310993419116752e-01 4.654689006581467781e-01
